query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice,block,blockTime,lpName,lpTokens,token0_symbol,token0,token0_liquidity,token0_price,token0_posVal,token0_posValUSD,token0_debtVal,token0_debtValUSD,token0_supply,token0_debt,token0_util,token0_supplyRate,token0_borrowRate,token1_symbol,token1,token1_liquidity,token1_price,token1_posVal,token1_posValUSD,token1_debtVal,token1_debtValUSD,token1_supply,token1_debt,token1_util,token1_supplyRate,token1_borrowRate,liquidity,tvl,health,debt,leverage
2022-05-11T10:00:00.000Z,4.3950374044341794e-7,1,0.000003379750647052776,0.00018642086171420175,1.1102230246251565e-16,69065443.9112,6437619.7843,6437619.7843,-1.1102230246251565e-16,-1.1102230246251565e-16,0.000003379750647052776,1.0000033797506471,0,1.000000661529524,0.46676712536359366,4.8436619692323335,38034920,2022-05-11T10:00:02.000Z,WFTM-USDC LP,2.4657618964566557,USDC,2805164.141264,34532699.111249,1.00006275,1952838.3797,1952960.920308326,1386782.105597,1386869.126174126,7506444.68368,3567779.548579,0.47529552257086806,0.043054994199035672,0.111834240597216,WFTM,6009776.277144041,73982763.7362392,0.46383323,7734466.234750877,3587502.4559904374,4202750.18647002,1949375.1938734914,27967951.30540418316066275,26529069.034408636456029634,0.47529552257086806,0.62873783544453558,0.818320105640736,68850530.30622491,5592874.10751896,5540463.376298763,3336244.3200476174,2.5135720338620877
2022-05-11T12:00:00.000Z,4.3950374044341794e-7,0.9624326454455385,0.000009480388857899694,0.00047292714558024387,0.000213328623333231,66504010.408,16332948.5638,3830382.9785,-0.037780683177794705,-0.037780683177794705,-0.03755787416560358,0.9624421258343965,-0.0007398212136587867,0.9999657715757553,0.4321788963623702,4.529784158045236,38039426,2022-05-11T12:00:00.000Z,WFTM-USDC LP,2.461383101732989,USDC,2695081.20077,33253143.406711,1.00111702,1868305.585056,1870392.519760619,1374309.581704,1375844.712992955,7590409.135884,3555368.004441,0.468402683016497506,0.041815263408041406,0.110212395993936,WFTM,6235818.025989721,76940372.34094276,0.42846915,8043526.287297518,3446402.8713210234,4207981.28706066,1802990.1652827873,28816278.19717129950711348,26535869.038284097513549243,0.468402683016497506,0.336733508739471718,0.451446083731152,66256863.77056642,5369947.309523378,5316795.391081642,3178834.8782757423,2.4868538774384468
2022-05-11T14:00:00.000Z,4.3950374044341794e-7,0.888782654293612,0.000012022336166301978,0.0016465709660057814,0.0012356932336582416,54220565.6179,54501661.0907,18383334.089,-0.11245303894004621,-0.11245303894004621,-0.11120532337022167,0.8887946766297783,-0.007074012101558558,1.0000044841175568,0.36768954687696864,3.357382129622021,38044279,2022-05-11T13:59:58.000Z,WFTM-USDC LP,2.4515919834903213,USDC,2478844.272847,27110161.243799,1.0012738,1703527.020794,1705696.9735130875,1254927.114421,1256525.6405793496,7278968.545335,3435211.784477,0.471936616167765186,0.042448606453936859,0.111043909679472,WFTM,6741707.533793113,73731448.28083517,0.37238949,8718971.205942292,3246853.240705535,4208371.830439962,1567153.439667904,28745392.214186445863077067,26463206.372309825257402654,0.471936616167765186,0.334100706717298767,0.448041405042144,54601510.58945294,4992542.854920128,4952550.214218622,2823679.0802472536,2.3263738866991606
2022-05-11T16:00:00.000Z,4.3950374044341794e-7,0.8992897965350471,0.000021963264375677298,0.0024256140415027734,0.0018249688018423527,50567864.4801,77059065.5665,10471945.2427,-0.1025351722667952,-0.1025351722667952,-0.10068824020057718,0.8993117597994228,-0.005823499949546229,1.000003434420224,0.37595332589768227,4.179942378343376,38049151,2022-05-11T16:00:00.000Z,WFTM-USDC LP,1.111638632757908,USDC,1137156.212993,25280986.702925,1.00018569,971650.860253,971831.2861012403,712670.271497,712802.6072397142,8617576.419296,2801753.574071,0.325120827219758506,0.020145853494729132,0.076499018165808,WFTM,3025422.2692258875,67260468.95321663,0.37572853,3450329.45840293,1296387.215421429,1436865.3043174269,539871.2885991895,28267391.488714286670626812,22877318.313782637558895496,0.325120827219758506,0.109230244135119854,0.16662436378344,50557358.256248586,2274104.8333756975,2268218.501522669,1252673.8958389037,2.233499630472144
2022-05-11T18:00:00.000Z,4.3950374044341794e-7,0.8585546911582588,0.00002659552836320364,0.0029311131336889015,0.002138356522772722,47669522.4613,91101000.6927,7526042.298,-0.14358366536451395,-0.14358366536451395,-0.14141871331337802,0.8585812866866219,-0.011898831783462516,1.0000376704034488,0.3423371829935577,3.8010701253000634,38053907,2022-05-11T17:59:59.000Z,WFTM-USDC LP,1.0497605152329785,USDC,1025296.012104,23833863.39938,1.0005383,806989.130924,807423.5331731766,608977.835254,609305.6480227173,8139727.563538,2628499.274633,0.322922266637939049,0.019874310618118179,0.075981709789632,WFTM,2995101.573405198,69623641.2948836,0.34296525,3617021.669950481,1240512.7412899842,1436918.2786848303,492813.03667871247,28343054.03694981574060804,22506526.2445258679257253,0.322922266637939049,0.105154482588447523,0.16348614278688,47725182.71065796,2053063.6888456228,2047936.274463161,1102118.6847014297,2.1652550096674283
2022-05-11T20:00:00.000Z,4.3950374044341794e-7,0.8065166263481817,0.00003004296533562126,0.003579461686874407,0.0024914573782647276,44712511.1012,109076410.6073,12925686.1684,-0.19597483103008306,-0.19597483103008306,-0.1934533306864827,0.8065466693135173,-0.023322936153327922,0.999983472299638,0.30174981610900525,3.435897722973836,38058459,2022-05-11T19:59:59.000Z,WFTM-USDC LP,1.0196754059313293,USDC,935599.27373,22356625.054184,1.00082266,712357.763351,712943.7915885984,570374.560202,570843.7845376958,7395428.91804,2586050.437543,0.349682278905383254,0.023304690327715226,0.082278183260736,WFTM,3100528.1875288975,74088713.08984971,0.30383393,3823711.135703364,1161773.1815455162,1423215.3513724196,432421.1134438131,28576014.644242612606557888,22458819.5551819647582704,0.349682278905383254,0.103008882076817157,0.161809639010784,44885681.82208256,1878414.6181212086,1874716.9731341146,1003264.8979815089,2.1512565367473826
2022-05-11T22:00:00.000Z,4.3950374044341794e-7,0.813415491841274,0.000035997358248343054,0.004478531549631954,0.0032143466946636945,44075669.9543,133575394.28570001,14792387.8207,-0.18979885485338965,-0.18979885485338965,-0.18654851080047763,0.8134514891995224,-0.02175310187675894,1.0000268308622478,0.3063900102851594,3.4217541466766663,38063338,2022-05-11T22:00:00.000Z,WFTM-USDC LP,0.8062583575211075,USDC,746074.927539,22037243.698927,1.0006868,324523.020954,324745.9033647912,249975.792834,250147.47620851838,7188486.26747,2262035.87049,0.31467485452763164,0.0188720973819883,0.074041142218848,WFTM,2435115.115790719,71927393.96642834,0.30685314,3797878.0391864134,1165390.801661394,1423263.981073441,436733.021641286,28348705.725118396286319961,22158807.650282679524083436,0.31467485452763164,0.101889738001502041,0.160928244865584,44123525.56851502,1493810.0513410796,1490136.7050261851,686880.4978498043,1.8551200622082185
2022-05-12T00:00:00.000Z,4.3950374044341794e-7,0.8103881004411329,0.000041998169511037185,0.005111212442039858,0.0037142699483585506,43480986.6156,150553867.6249,9451438.2873,-0.1933261695072257,-0.1933261695072257,-0.18956990138935612,0.8104300986106439,-0.02258032993604464,0.9997042230320807,0.3038260151934289,3.4071899079707806,38067886,2022-05-12T00:00:01.000Z,WFTM-USDC LP,0.8062583575211075,USDC,743537.992496,21746924.42731,1.00100642,323412.748148,323738.23720599106,249980.279081,250231.86423347268,7173249.216153,2190537.012715,0.305375841087782652,0.017773192348158132,0.071853139060848,WFTM,2446525.677743725,71555736.97688073,0.302727,3815614.276556728,1155089.4630991886,1423307.8735357712,430873.72263186343,23018111.003772401107770192,12708849.786018652960474044,0.305375841087782652,0.050836691049311881,0.11367257271336,43430664.55479231,1484915.6828487325,1478827.7003051797,681105.5868653362,1.8538130953000072
2022-05-12T02:00:00.000Z,4.3950374044341794e-7,0.8126177288097486,0.000050914069053767486,0.005554504742142082,0.00405488899063855,43754233.5042,162490958.5906,5110648.6413,-0.19143716018088996,-0.19143716018088996,-0.18733135712119764,0.8126686428788024,-0.022154760751431746,0.9999734209744728,0.30516846099371303,3.604293963866719,38072351,2022-05-12T01:59:56.000Z,WFTM-USDC LP,0.810071838682015,USDC,748908.568936,21877698.24001,1.00067782,350146.834146,350384.1706731208,250413.111878,250582.84689349312,7224431.679228,2183564.357924,0.302247215404123643,0.017410879330634189,0.071116991847648,WFTM,2454017.23768307,71688655.7701831,0.30815623,3746967.7160960054,1154651.4453238552,1389379.8529457243,428146.0575217088,22792491.134093575256799022,12450762.528534647876427454,0.302247215404123643,0.049763675862945728,0.112466525476608,43983833.277338415,1505636.8944616248,1505035.615996976,678728.9044152019,1.8214006916583452
2022-05-12T04:00:00.000Z,4.3950374044341794e-7,0.7539925610510539,0.000050300912206532787,0.006118924760531675,0.004175801468376261,36915020.2889,177045906.01070002,6935690.6423,-0.2501832404173223,-0.2501832404173223,-0.24595713803673952,0.7540428619632604,-0.040088341462478194,1.0000848035442638,0.2624061484180171,3.141441635637288,38076923,2022-05-12T03:59:59.000Z,WFTM-USDC LP,0.9381018982522665,USDC,804614.169794,18455945.014905,1.0008911,543461.931821,543946.2107484457,396782.594862,397136.16783228156,6457973.075363,2329970.572694,0.360789762593278281,0.024808728173337893,0.084891708825408,WFTM,3066553.161117128,70339472.82004903,0.26320605,4042572.8607234615,1064029.6345082226,1389414.4762154128,365702.2960974778,22552499.806807009278243125,12441608.149223389398713157,0.360789762593278281,0.050753711216720057,0.11357976195,36986165.90755525,1612466.5061333564,1607975.8452566683,762838.4639297593,1.9026206635565734
2022-05-12T06:00:00.000Z,4.3950374044341794e-7,0.7450887128298718,0.00005603185975814153,0.006908589504875523,0.004724186365575589,36526734.6814,196320778.6965,9690754.0499,-0.2596354735357038,-0.2596354735357038,-0.25485525531037007,0.7451447446896299,-0.04340330746621801,0.9995001846112305,0.2559816731824805,3.1125037126181283,38081535,2022-05-12T06:00:01.000Z,WFTM-USDC LP,0.7853743539483137,USDC,666021.077911,18271605.060699,1.0074798,279385.606323,281475.3547811748,193735.548543,195184.65169899195,6457330.569433,2097428.544471,0.324813562186141771,0.020107792618298533,0.076426720498224,WFTM,2600785.733550054,71349888.68513551,0.252013,4095304.908634344,1032070.075939667,1389446.2844164176,350158.52647463465,22473035.707788755837233127,13655923.472699492659885686,0.324813562186141771,0.061577606887829355,0.125106091236144,36389372.50943907,1326434.5974387084,1313545.4307208417,545343.1781736265,1.7098953125500094
