query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice,block,blockTime,lpName,lpTokens,token0_symbol,token0,token0_liquidity,token0_price,token0_posVal,token0_posValUSD,token0_debtVal,token0_debtValUSD,token0_supply,token0_debt,token0_util,token0_supplyRate,token0_borrowRate,token1_symbol,token1,token1_liquidity,token1_price,token1_posVal,token1_posValUSD,token1_debtVal,token1_debtValUSD,token1_supply,token1_debt,token1_util,token1_supplyRate,token1_borrowRate,liquidity,tvl,health,debt,leverage
2021-10-13T10:00:00.000Z,0.019842163299080673,0.9999999999999999,0.000016109474387081342,0.000040656461641538525,-1.2356782264077992e-13,284610770.3066,6806627.5065,6806627.5065,1.234568003383174e-13,1.234568003383174e-13,0.00001610947438697032,1.000016109474387,-1.1102230246251565e-16,0.9993007611712504,456.53057466586,20.147979072003405,11733520,2021-10-13T10:00:00.000Z,USDT-WBNB LP,0,USDT,0,142404891.05246934,1,49260256.64422304,49260256.64422304,28988827.66054917,28988827.66054917,135006138.761893748724080202,65604162.230171203433215319,0.48593466068883937,0.063755773499135163,0.161978220217584,WBNB,0,311710.67691971373,457.05623533,139855.79849507654,63921964.749230765,91232.6804044687,41698465.444731526,667420.522125352769433537,312195.303226453039565907,0.48593466068883937,0.059076856945786631,0.155921338384416,284874199.5575596,0,113182221.3934538,70687293.1052807,2.6634289302931684
2021-10-13T12:00:00.000Z,0.019842163299080673,1.00504712573941,0.00004797636266898872,0.0000925616262210119,0.00005207685157881947,285754715.3413,15491954.1868,4058812.3592,0.004995048887831199,0.004995048887831199,0.005095102102079007,1.005095102102079,-0.000009624143069486557,0.9998958325644477,460.8283327749751,20.25837451919848,11735871,2021-10-13T12:00:01.000Z,USDT-WBNB LP,0,USDT,0,142893889.60800076,1,49359212.62641183,49359212.62641183,28922829.681581195,28922829.681581195,145827726.375291547136719622,66132061.788275447052136379,0.453494430943007507,0.055527443698151554,0.15116481030384,WBNB,0,310041.08572094655,461.34543077,139248.48335104712,64241651.53565801,91235.91206538964,42091271.15350103,662443.021166335712235581,309700.380678037843415155,0.453494430943007507,0.059013338488104807,0.155837493810432,285929927.8563293,0,113600864.16206984,71014100.83508222,2.6675158027348824
2021-10-13T14:00:00.000Z,0.019842163299080673,0.9990391222174857,0.00007910638488699891,0.00014363966625493044,0.00010270608836604467,283776243.1501,24030315.5388,3909935.9168,-0.001063583870880347,-0.001063583870880347,-0.0008817713976273033,0.9991182286023726,-1.7039952426856075e-7,0.9988208424723922,455.7788638420274,19.958320387874227,11738260,2021-10-13T14:00:01.000Z,USDT-WBNB LP,0,USDT,0,142053773.67518276,1,49053720.38343608,49053720.38343608,28883807.49255679,28883807.49255679,144710737.560039017060461473,66089115.83381144265297299,0.456698078858120247,0.056314746505144782,0.152232692931936,WBNB,0,311313.20837158547,456.20408332,139952.42208447555,63846866.42546189,91239.29290043282,41623737.98040694,605509.94015014867689653,309676.033425515737968955,0.456698078858120247,0.070621412767263559,0.170476713305712,284076130.52575004,0,112900586.80889797,70507545.47296374,2.663186769598396
2021-10-13T16:00:00.000Z,0.019842163299080673,0.9984090738574338,0.0001106799101211523,0.00021499142671860301,0.0001736259642044491,280040058.29010004,35799649.4942,5358966.049,-0.0017645521067706227,-0.0017645521067706227,-0.0014802462324450213,0.998519753767555,-0.000001397602629849004,0.9992066084387139,454.96371821571347,19.977702579888195,11740590,2021-10-13T16:00:00.000Z,USDT-WBNB LP,0,USDT,0,140130700.75600645,1,48940636.213624895,48940636.213624895,28855273.95408276,28855273.95408276,127868710.615521315343037265,66066157.219765571913630402,0.516671802677473357,0.072076432941910083,0.172223934196608,WBNB,0,307761.98579318234,455.76149222,140535.949300801,64050873.96388733,91450.46846179018,41679601.97036354,594855.178199822336722337,309480.660011389285643181,0.516671802677473357,0.073081642580366514,0.173420731262304,280396762.64969766,0,112991510.17751223,70534875.9244463,2.661339321059176
2021-10-13T18:00:00.000Z,0.019842163299080673,1.003275442469572,0.0001408583995042438,0.0002717150761231395,0.000232478979313111,293179500.8191001,45446404.7971,4870931.0168,0.0030429634902588987,0.0030429634902588987,0.0034163008690762534,1.0034163008690762,-0.000004623251033897269,0.9992982939363373,459.31434773963446,19.863174595410293,11742954,2021-10-13T18:00:01.000Z,USDT-WBNB LP,0,USDT,0,146692756.65512347,1.00004706,52377394.236812875,52379859.11698566,30990490.54593577,30991948.95842086,129916151.156384568081750845,68203501.420989925376902304,0.524980926650844281,0.074413342801314491,0.174993642211248,WBNB,0,319148.923296232,459.51143564,141160.97644786842,64865082.94390424,92295.72164630517,42410939.55712351,589588.851608331392139018,314705.146241010777108582,0.524980926650844281,0.07692596054312948,0.17792350570728,293352239.9430635,0,117244942.0608899,73402888.51554437,2.674257535396335
2021-10-13T20:00:00.000Z,0.019842163299080673,1.0039825383286998,0.00017208139610917628,0.00030657218536016983,0.0002675324393370815,293207103.5686,51434503.877399996,2501443.2477,0.003715005889362688,0.003715005889362688,0.0041546197248089455,1.004154619724809,-0.00000962186633957085,0.998622802600473,460.24114567561725,19.89246007021824,11745354,2021-10-13T20:00:01.000Z,USDT-WBNB LP,0,USDT,0,146806263.3045649,1.00004706,52449785.11367293,52452253.40056038,30991733.555783067,30993192.026764203,130441213.457567361027254308,68222347.89062309695661941,0.52301221433221246,0.073856279605560578,0.17433740476224,WBNB,0,318535.2380423361,460.67,140975.2054445176,64943047.89212593,92299.61113185745,42519661.86011278,552311.699818222643337287,314632.120455192408101771,0.52301221433221246,0.087619625429490684,0.189888017054256,293552800.11627895,0,117395301.29268631,73512853.88687699,2.6752222866481477
2021-10-13T22:00:00.000Z,0.019842163299080673,1.0078867848542792,0.00020544481792056856,0.00033872611732231324,0.00030065397938527916,294037370.78099996,56952459.0978,2604913.1432,0.007586130874893904,0.007586130874893904,0.008092229672199752,1.0080922296721997,-0.000020155322723147684,1.0005090271643637,462.92372271965195,20.11917778345721,11747754,2021-10-13T22:00:01.000Z,USDT-WBNB LP,0,USDT,0,146943965.88404402,1.00004706,52556067.80410018,52558541.09265104,30992788.74779938,30994247.26843785,137527818.991025971370871894,68155951.83392196497920696,0.495579384112601309,0.066311710005750365,0.165193128030672,WBNB,0,317587.10865144234,462.999957,140710.17490293423,65148804.929521024,92303.67191798234,42736596.12896793,538906.363847337670125519,314356.957238074290581446,0.495579384112601309,0.091872025791608102,0.194441297097024,293993698.7164507,0,117707346.02217206,73730843.39740579,2.6765963411533944
2021-10-14T00:00:00.000Z,0.019842163299080673,1.0141060177089183,0.00024331646264248298,0.00038334028495018836,0.0003463455788821346,225391280.4806,63575035.172000006,3299663.7805,0.013759672130036149,0.013759672130036149,0.014349334171560767,1.0143493341715608,-0.0001093328332079091,0.9981800202313624,469.70721946089617,20.283648803069212,11750119,2021-10-13T23:59:59.000Z,USDT-WBNB LP,0,USDT,0,112901117.9909373,1.00004706,52929815.78452651,52932306.66165733,30993912.41987586,30995370.993394338,137486270.059932596981948832,68156760.27111499317122644,0.495735030424523884,0.06635336949336867,0.165245010111792,WBNB,0,239927.41766392408,470.35225863,138972.48415632133,65366021.810347624,92120.01180255966,43328855.616356194,374429.505448714784751323,314175.214108590477161983,0.495735030424523884,0.1359304860832354,0.199999999976256,225756833.92303997,0,118298328.47200495,74324226.60975054,2.690181799336474
2021-10-14T02:00:00.000Z,0.019842163299080673,1.0097846917640954,0.0002854498788386971,0.00045524896533225787,0.0004145837664122354,187843729.0379,71777832.6886,3749412.3087,0.00937010799768312,0.00937010799768312,0.010070141642934051,1.010070141642934,-0.00003144807783483916,1.0006964262547597,464.47743060248416,19.925624737396195,11752487,2021-10-14T01:59:59.000Z,USDT-WBNB LP,0,USDT,0,93856500.38785571,1.00004706,43198513.19982598,43200546.12185717,25339368.01290791,25340560.483566597,137517031.040117968931692738,61638482.214681902794653588,0.44822435263818379,0.054244368979620039,0.149408117543808,WBNB,0,202209.74869106352,463.79452406,120237.32995764262,55765415.22195004,79134.24853566197,36702031.1364431,325477.915872883541938747,299565.800053431049792205,0.44822435263818379,0.346691746476986242,0.465037290612,187644691.42922798,0,98965961.3438072,62042591.6200097,2.680306864842365
2021-10-14T04:00:00.000Z,0.019842163299080673,1.0136434424791736,0.00033704130224245714,0.0005173815884521238,0.0004795474494534435,188547441.7712,78565927.7862,3971747.5943,0.013163895029720152,0.013163895029720152,0.013980483781416052,1.0139804837814161,-0.000063689740711248,1.0010925655251741,467.7903518285251,20.081658161282242,11754887,2021-10-14T03:59:59.000Z,USDT-WBNB LP,0,USDT,0,94170833.07992592,1.00004706,43317011.87537437,43319050.37395322,25319927.10224237,25321118.6580118,137628927.689574263027978337,61644672.026104638215327167,0.44790490677327552,0.054167077483213397,0.149301635577552,WBNB,0,201529.85312521068,467.75045983,119841.96352170114,56056133.54420579,79142.47314012781,37018928.20337821,321847.309445813333553187,296611.442385188615593846,0.44790490677327552,0.358819998825897922,0.48067728961464,188440946.22812033,0,99375183.91815901,62340046.86139001,2.6832676159894477
