query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice
2021-10-22T10:00:00.000Z,0.018996389007529646,1,0.00001509672340813492,0.000021657467767427023,-7.895906151134113e-13,271990471.9816,3465073.4691,3465073.4691,7.895906151134113e-13,7.895906151134113e-13,0.00001509672340813492,1.000015096723408,-2.220446049250313e-16,0.9992624236673533,493.5371411388827,20.41805004201247
2021-10-22T11:00:00.000Z,0.018996389007529646,0.9979555953650284,0.000029762301293309902,0.00003709084276245409,0.000015344459119659426,271444150.3122,5934415.6665,2469342.1974,-0.0020597490940912344,-0.0020597490940912344,-0.0020146423336782652,0.9979853576663217,-0.000001183376471258768,0.9987394995612836,491.7634544196585,20.372947524607547
2021-10-22T12:00:00.000Z,0.018996389007529646,0.9982973256905707,0.00004488333046222661,0.000051852100819089043,0.00002968352459120638,271639808.2961,8297112.3117,2362696.6452,-0.0017323578340204815,-0.0017323578340204815,-0.0016577909789670484,0.998342209021033,-0.0000016335868480155114,0.9993360456560643,491.7924229476698,20.424737877174426
2021-10-22T13:00:00.000Z,0.018996389007529646,0.9998976457292558,0.000060122486463473106,0.00006537933065012806,0.00004647186939477077,272076553.1864,10462299.949900001,2165187.6382,-0.0001488261401390023,-0.0001488261401390023,-0.00004223178428075843,0.9999577682157192,-1.1818798428819832e-7,0.999599579638685,493.22383350885303,20.482190509724802
2021-10-22T14:00:00.000Z,0.018996389007529646,0.9936111857639334,0.00007403945104372184,0.00009323746674266985,0.00007075279105628329,270383519.76489997,14921601.826900002,4459301.877,-0.006459567027122914,-0.006459567027122914,-0.006314774785022909,0.993685225214977,-0.000025850300585994468,0.999972022060169,486.83594898809986,20.15679390483597
2021-10-22T15:00:00.000Z,0.018996389007529646,0.9898585717599826,0.00008831667735718766,0.0001268443508651151,0.00010469423038306225,269318294.8731,20300236.422300003,5378634.5954,-0.010246122470400465,-0.010246122470400465,-0.010053111562660215,0.9899468884373398,-0.00005739173251295693,0.9996771890715591,483.27467660722516,20.015738993247997
2021-10-22T16:00:00.000Z,0.018996389007529646,0.9883485152235562,0.00010243599332379739,0.00015327364696351094,0.00013055956498375654,268972201.2274,24531148.098900005,4230911.6766,-0.0117820443414276,-0.0117820443414276,-0.011549048783120045,0.98845095121688,-0.00007514672122488353,0.9996700097854316,481.7793877758923,19.894766515470263
2021-10-22T17:00:00.000Z,0.018996389007529646,0.9893029557032287,0.00011735316449235001,0.0001834910490870374,0.00016122979422505956,269399009.0247,29371477.246700004,4840329.1478,-0.010858274090996378,-0.010858274090996378,-0.01057969113227897,0.989420308867721,-0.000058026091757090725,0.9991178977808557,482.94725700643903,19.98089909703788
2021-10-22T18:00:00.000Z,0.018996389007529646,0.9857799915668108,0.00013090643627729377,0.00020067519778035992,0.00017770665117855522,268690472.7531,32126666.078900002,2755188.8322,-0.014397715084367713,-0.014397715084367713,-0.014089101996911864,0.9859108980030882,-0.00009626076341762158,0.9986364832794193,479.7283372268504,19.802740807111675
2021-10-22T19:00:00.000Z,0.018996389007529646,0.9871345758028122,0.00014544918419993164,0.00021502994830934494,0.0001929928348192167,268963655.0678,34427387.0814,2300721.0025,-0.013058417032007053,-0.013058417032007053,-0.012719975012987904,0.9872800249870121,-0.00008548648705719586,0.9991941778181556,480.76450698491266,19.79597002768141
2021-10-22T20:00:00.000Z,0.018996389007529646,0.9849280656000223,0.00015926161060294506,0.00022770031372033802,0.00020493248115660556,268390393.4871,36458353.1884,2030966.107,-0.015276866881134277,-0.015276866881134277,-0.014912672789374725,0.9850873272106253,-0.0001246339599182411,0.9996564909683694,478.38426699341005,19.714571967117987
2021-10-22T21:00:00.000Z,0.018996389007529646,0.986819669560124,0.00017502001055892037,0.00023936812190579191,0.00021662766449670467,268793070.61730003,38327832.3219,1869479.1335,-0.013396958104372692,-0.013396958104372692,-0.013005310429317067,0.9869946895706829,-0.00010215483432751693,1.0000689486852856,480.0144981710977,19.856431313631024
2021-10-22T22:00:00.000Z,0.018996389007529646,0.9830892701025465,0.00018828990707407095,0.00025165861462616256,0.00023106451129983885,267780105.4832,40297104.3754,1969272.0535,-0.017141794408753297,-0.017141794408753297,-0.01672243999037939,0.9832775600096206,-0.0001531900502933503,0.999476706771868,476.65972271234926,19.71841411224545
2021-10-22T23:00:00.000Z,0.018996389007529646,0.9837502631677575,0.0002025371872107119,0.0002612572544364436,0.0002378496183772505,267962166.8103,41835079.8262,1537975.4508,-0.016487586450619762,-0.016487586450619762,-0.0160471996450318,0.9839528003549682,-0.00014258421570079172,0.9995251789963151,477.27133381175923,19.693988411144066
2021-10-23T00:00:00.000Z,0.018996389007529646,0.9852342537159249,0.00021739295875803448,0.0002738414180333983,0.0002511297929718159,268371520.58749998,43851459.8257,2016379.9995,-0.015016876077046937,-0.015016876077046937,-0.014548353325317086,0.9854516466746829,-0.00011690789298424153,0.999423327871317,478.7485753109495,19.761191628050195
2021-10-23T01:00:00.000Z,0.018996389007529646,0.9861258444810969,0.00023191327497107942,0.0002902712372159819,0.00026764987058214285,268679684.6852,46484675.0349,2633215.2092,-0.014141805389485285,-0.014141805389485285,-0.013642242243932063,0.9863577577560679,-0.00010902855720307247,0.9997868486186329,479.4252234219805,19.783491880457895
2021-10-23T02:00:00.000Z,0.018996389007529646,0.9867529761960564,0.0002465693117391752,0.00030252791826355805,0.0002803673185746147,268455084.6844,48446169.762,1961494.7271,-0.013527391122518218,-0.013527391122518218,-0.013000454492204428,0.9869995455077956,-0.00011882727635847967,1.001059804724214,479.4125906315552,19.789856880556624
2021-10-23T03:00:00.000Z,0.018996389007529646,0.9871686244992514,0.00026118398002767176,0.0003169685172737459,0.0002949488107796272,268516305.8873,50756721.0662,2310551.3042,-0.01312632431152827,-0.01312632431152827,-0.012570191520720971,0.9874298084792791,-0.00009751014646441902,1.0000144497800667,480.3040528313752,19.790282289127866
2021-10-23T04:00:00.000Z,0.018996389007529646,0.98704345740036,0.0002746112856585135,0.00032745097168115786,0.0003063364281560288,268511572.3553,52434137.2348,1677416.1686,-0.013262879027795993,-0.013262879027795993,-0.01268193131398145,0.9873180686860186,-0.00009012365395388855,0.9993368804983891,480.49670680909725,19.75886505903737
2021-10-23T05:00:00.000Z,0.018996389007529646,0.9885238114887762,0.0002903647589711253,0.00033753593234750397,0.00031576643777553315,267791831.05810001,54041209.672400005,1607072.4376,-0.011791954948999317,-0.011791954948999317,-0.011185823752252659,0.9888141762477474,-0.00006760048908660554,0.9990285153058768,482.0790776684923,19.84540032532608
2021-10-23T06:00:00.000Z,0.018996389007529646,0.9865489081482173,0.00030443147785333923,0.0003483516119126915,0.0003265331778654623,267178484.1055,55764219.383200005,1723009.7108,-0.013777625029648188,-0.013777625029648188,-0.013146660373929387,0.9868533396260706,-0.00008160379478749924,0.9981661247329444,480.5585111293751,19.804827023064142
2021-10-23T07:00:00.000Z,0.018996389007529646,0.986828319427185,0.0003189471639400493,0.00035955703659186874,0.0003385521370218303,267135669.20839998,57548526.80500001,1784307.4218,-0.013510232709836867,-0.013510232709836867,-0.012852733408874988,0.9871472665911251,-0.00008899486854230254,0.9990020976228232,480.416778747119,19.79848539228997
2021-10-23T08:00:00.000Z,0.018996389007529646,0.9863401691732671,0.0003333989471268423,0.000372204946371416,0.0003499860565532309,266992898.57639998,59562449.673700005,2013922.8687,-0.014009816883286175,-0.014009816883286175,-0.013326431879606101,0.9866735681203939,-0.000090312562446071,0.9985944500051864,480.12622857949054,19.783042204589055
