query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice
2022-03-30T10:00:00.000Z,2.5919361713702513e-7,1,0.000005654317291649708,0.000004211221468646103,0,131684016.1765,277275.278,277275.278,0,0,0.000005654317291649708,1.0000056543172917,0,0.999999951748892,1.4286660552071944,14.178560224461904
2022-03-30T12:00:00.000Z,2.5919361713702513e-7,1.001127681784843,0.000016958379742043548,0.00004638761712517831,0.00004262813762268003,131812524.14460002,3053957.1171,1834094.7439,0.0010850536472202243,0.0010850536472202243,0.0011446401645849478,1.001144640164585,-5.901187983825551e-7,0.9999980294794456,1.4317708481121258,14.173919303260636
2022-03-30T14:00:00.000Z,2.5919361713702513e-7,0.9916584430061924,0.000027798172300511268,0.0001071070302181952,0.00008750368622256754,130549193.2093,7050842.9015999995,2545636.3881,-0.008429060680030132,-0.008429060680030132,-0.008313758821507053,0.9916862411784929,-0.00003582854399730717,1.0000003429888322,1.4046823852835497,13.939090757815329
2022-03-30T16:00:00.000Z,2.5919361713702513e-7,0.992443165361163,0.00003911020431553305,0.00017243198215261734,0.00013689275691408653,130652974.45830001,11350739.5579,2583051.573,-0.007693727395751138,-0.007693727395751138,-0.007517724434521518,0.9924822755654785,-0.000029853680834857066,1.000003624950896,1.4067619212097728,14.007448424957628
2022-03-30T18:00:00.000Z,2.5919361713702513e-7,1.0072288719039861,0.000051928086390784746,0.00026493166793025157,0.00020944397579025775,132820611.9244,17447689.3622,3339813.1634,0.007019427928195876,0.007019427928195876,0.007280799990376919,1.007280799990377,-0.00002448038987445944,0.9999975888137904,1.4487967091961806,14.469187895234027
2022-03-30T20:00:00.000Z,2.5919361713702513e-7,0.9952743523462163,0.00006174445016529505,0.00036140278635969934,0.0002793642037320909,131255907.61369999,23808596.229900002,3803578.9759,-0.005005011857515784,-0.005005011857515784,-0.004663903203618399,0.9953360967963816,-0.000012588486712150626,1.0000000653220162,1.4144007017657687,14.07968898704503
2022-03-30T22:00:00.000Z,2.5919361713702513e-7,0.9923729825989264,0.00007203944271077012,0.00039529054511165565,0.0003035031855717074,130831406.1793,26042870.969600003,898824.7889,-0.00793052058664534,-0.00793052058664534,-0.007554977958362862,0.9924450220416371,-0.00003165613423505853,0.9999948229800988,1.4061029889783372,13.9021163060158
2022-03-31T00:00:00.000Z,2.5919361713702513e-7,0.9930079542273299,0.00008354672958416514,0.00042803746792956373,0.0003285693975226822,130914245.72049999,28201557.993800003,1243618.729,-0.007320615170192779,-0.007320615170192779,-0.006908499043085932,0.9930915009569141,-0.00002703327188724458,1.0000054877835385,1.4078173969104286,13.974391056625512
2022-03-31T02:00:00.000Z,2.5919361713702513e-7,1.0048851147495983,0.00009631506080943481,0.0004859587931140544,0.00037782967320953986,132435032.45830001,32019048.498600002,2284598.5676,0.004507285076388756,0.004507285076388756,0.004981429810407731,1.0049814298104078,-0.000010104799037069512,1.0000015818535888,1.4415715399090125,14.215249719263985
2022-03-31T04:00:00.000Z,2.5919361713702513e-7,1.002417382164963,0.00010722520345353701,0.0005367232302430278,0.00041909885661373103,132292096.2245,35366440.5466,2249087.4479,0.001998283308349169,0.001998283308349169,0.002524607368416437,1.0025246073684164,-0.0000019267920667864757,1.0000331853233053,1.4343338510848864,14.160050151092522
