query_ts,assumedLPToken,equityValue,totalDexYield,totalTradingfee,newTotalTradingFee,liquidity,totalVolume,volume,priceImpact,priceEffect,totalReturn,totalEquityVal,impermanentLoss,tokenPrice,quoteTokenPrice,rewardPrice,rewardTokenPerLP,feePerDollar
2021-11-19T10:00:00.000Z,0.48248724057691544,1,0.000004353250371774048,0.0000033195604638932363,1.73687730864458e-11,114462016.6264,223509.035,223509.035,-1.73687730864458e-11,-1.73687730864458e-11,0.000004353250371774048,1.0000043532503717,-2.220446049250313e-16,0.9996126807468875,0.9986780224808697,15.604495258335332,5.782e-7,0.00000331957596676104
2021-11-19T11:00:00.000Z,0.48248724057691544,1.0006871434674227,0.000008753164585439123,0.000009079927380416972,0.00000618350071923679,114475732.70089999,611137.1107,387628.0757,0.000680959966703476,0.000680959966703476,0.000695896632008152,1.000695896632008,-8.411358065618657e-8,1.0007037365219231,0.9989482745250354,15.591056634577923,5.854e-7,0.000005756396688997294
2021-11-19T12:00:00.000Z,0.48248724057691544,1.0006064853034358,0.000013135364566215004,0.00001257207353026457,0.00000853161991254403,114462263.4079,846123.2718,234986.1611,0.0005979536835232224,0.0005979536835232224,0.0006196206680019815,1.000619620668002,-5.893975418835851e-9,1.0001018135702406,0.9993836852252052,15.588796057426709,5.827999999999998e-7,0.0000034900277346990564
2021-11-19T13:00:00.000Z,0.48248724057691544,1.0009360903824966,0.000017790214363926743,0.000035653298144983046,0.00003181386542627784,114526183.8342,2399613.4192,1553490.1474,0.0009042765170703682,0.0009042765170703682,0.0009538805968605727,1.0009538805968605,-5.151935313918443e-7,0.9995015178771988,1.0005962735693839,15.737040398511033,5.966e-7,0.000023059645944400708
2021-11-19T14:00:00.000Z,0.48248724057691544,1.001018747201629,0.00002254479823253505,0.00003891346442956126,0.00003517752248827222,114517325.17449999,2619005.968,219392.5488,0.0009835696791407056,0.0009835696791407056,0.0010412919998615128,1.0010412919998615,-5.069262032364463e-8,1.0002773199768824,0.9999786449319281,15.9649467256446,5.838000000000002e-7,0.0000032568638185678652
2021-11-19T15:00:00.000Z,0.48248724057691544,1.0005009586855977,0.000027294694899516547,0.00004275903248313145,0.000040537810289675846,114458126.42969999,2877792.4893,258786.5213,0.0004604208753080652,0.0004604208753080652,0.0005282533804972576,1.0005282533804973,-8.948984682177752e-7,0.9987358868916377,1.0004754092246297,16.18713855874634,5.68e-7,0.000003843650948455885
2021-11-19T16:00:00.000Z,0.48248724057691544,1.0024591910981966,0.000031654148337698575,0.00004672638031622325,0.00004325652176628836,114682809.1714,3144773.5977,266981.1084,0.002415934576430301,0.002415934576430301,0.002490845246534288,1.0024908452465342,-1.8607814511462095e-8,1.001834393551469,1.001283905844586,16.083495729361694,5.843000000000001e-7,0.000003957593012930723
2021-11-19T17:00:00.000Z,0.48248724057691544,1.0001367435423032,0.000036267047969345974,0.00005101588487984826,0.000047473168196532356,114412516.4115,3433423.6106999996,288650.013,0.00008927037410666472,0.00008927037410666472,0.00017301059027254306,1.0001730105902726,-0.0000016450670317080807,0.9978902269196234,1.0005804566179992,16.165957803746252,5.706e-7,0.0000042889103176012085
2021-11-19T18:00:00.000Z,0.48248724057691544,1.0013997230831837,0.000040574081102916444,0.000056082579890594564,0.0000527052727987698,114572722.64230001,3774419.1369999996,340995.5263,0.0013470178103849317,0.0013470178103849317,0.001440297164286618,1.0014402971642866,-1.084049627841921e-9,1.0009125704191555,1.0000698246011173,16.133061602526144,5.628000000000004e-7,0.000005059602157834895
2021-11-19T19:00:00.000Z,0.48248724057691544,1.0011444334873425,0.00004474608511813904,0.000059770567611392335,0.00005585698997601085,114260366.6042,4022014.2690999997,247595.1321,0.001088576497366489,0.001088576497366489,0.001189179572460639,1.0011891795724606,-9.39374624420175e-7,0.9993301393426115,1.0011364528951192,16.015689688545514,5.781000000000003e-7,0.000003683794626950969
2021-11-19T20:00:00.000Z,0.48248724057691544,1.0005352586552816,0.00004967386796577127,0.00006175508588060925,0.00005791707448010719,114217692.2336,4155275.1914,133260.9223,0.0004773415808014825,0.0004773415808014825,0.0005849325232473609,1.0005849325232474,-2.9421212022207044e-8,0.9998472705132089,0.999397131980092,16.137456384327077,5.892e-7,0.0000019834367467928627
2021-11-19T21:00:00.000Z,0.48248724057691544,1.001568539530566,0.0000541098833320941,0.00006777787760728277,0.00006395317950591561,114273207.5545,4559490.2299999995,404215.0386,0.0015045863510600999,0.0015045863510600999,0.0016226494138981097,1.001622649413898,-2.8288096676210017e-7,1.000363955980268,1.0009332102476538,16.085456340043446,5.921999999999999e-7,0.000006013356764246528
2021-11-19T22:00:00.000Z,0.48248724057691544,0.9993865482080436,0.00005847541770553921,0.0000730551782985409,0.00006921455243258379,114006311.1962,4913617.613,354127.383,-0.0006826663443889602,-0.0006826663443889602,-0.0005549763742508372,0.9994450236257492,-0.000001094893047004497,0.9974531617194404,0.9994741799996671,16.00282310524215,6.013999999999997e-7,0.0000052805546007357
2021-11-19T23:00:00.000Z,0.48248724057691544,1.0004427201597212,0.0000630445029710228,0.00008107368199841271,0.00013470787572833487,114116283.144,5451638.0516,538020.4386,0.0003080122839929089,0.0003080122839929089,0.0005057646626922666,1.0005057646626923,-1.2287448025727343e-7,0.9994250052080814,0.999480978270983,15.975747364931623,6.056e-7,0.000008014936347566186
2021-11-20T00:00:00.000Z,0.48248724057691544,1.0003978819449724,0.00006731952517853504,0.00008354546413188825,0.00007967945819120636,114398460.8568,5617905.4969,166267.4453,0.0003182024867811606,0.0003182024867811606,0.000465201470150902,1.000465201470151,-1.8057569062257528e-7,0.9993300233786857,0.9995963400426383,15.927628043172376,5.81e-7,0.0000024707907334856297
2021-11-20T01:00:00.000Z,0.48248724057691544,0.9995782510516928,0.00007197333070675293,0.00008761784943725365,0.00008549415409864203,114304806.3171,5891841.7609,273936.264,-0.0005072431024057966,-0.0005072431024057966,-0.0003497756176004017,0.9996502243823996,-1.3834154488634454e-8,0.9989394587782654,0.9983374975487409,16.053925411473443,5.319000000000005e-7,0.0000040741213235434394
2021-11-20T02:00:00.000Z,0.48248724057691544,0.9998441118464778,0.00007693850693619841,0.00009276555405569282,0.00009054670499530904,114331876.7414,6238099.5132,346257.7523,-0.0002464348585174969,-0.0002464348585174969,-0.00007894964658598947,0.999921050353414,-5.1667029321578184e-8,0.9990451405169564,0.9987529171014592,16.20008151204393,5.513999999999998e-7,0.000005148504473878297
2021-11-20T03:00:00.000Z,0.48248724057691544,1.0010910798070358,0.00008115443594831348,0.00009540311880503059,0.00009184005878437596,114464062.4494,6415497.884,177398.3708,0.000999239748251446,0.000999239748251446,0.0011722342429841353,1.001172234242984,-4.614927473500785e-8,1.0003075871041245,0.9999796957301709,16.15740195822122,5.668e-7,0.0000026346892108019953
2021-11-20T04:00:00.000Z,0.48248724057691544,0.9996799593137577,0.0000847309047974801,0.00010685654566801757,0.00010292597506966761,114303805.16350001,7185845.1502,770347.2662,-0.00042296666131191873,-0.00042296666131191873,-0.00023530978144477104,0.9997646902185552,-0.0000015928200660653147,0.9974080770990087,1.0000389298844286,15.961311788155914,5.922999999999994e-7,0.000011457101980697525
2021-11-20T05:00:00.000Z,0.48248724057691544,1.0008149249539784,0.00008884329977499553,0.00011585748988715211,0.00011226146052090158,114431659.0134,7791230.591,605385.4408,0.0007026634934574894,0.0007026634934574894,0.0009037682537533865,1.0009037682537534,-6.790343543006117e-8,0.9999465040605634,0.9997481162324025,15.897782051473131,5.801000000000006e-7,0.000008993623427582094
2021-11-20T06:00:00.000Z,0.48248724057691544,1.0019609161031287,0.00009351293242041113,0.00012136479224599325,0.00011765632617688482,114676397.43609999,8162008.4122,370777.8212,0.0018432597769517667,0.0018432597769517667,0.002054429035549063,1.002054429035549,-1.3758882599912425e-7,1.001980701609476,0.9999941371792864,15.918647726689592,5.927999999999992e-7,0.000005496530324744709
2021-11-20T07:00:00.000Z,0.48248724057691544,1.0011933461138431,0.00009775394032261721,0.0001239711400708657,0.00012085922177251796,114576088.73009999,8337460.0449,175451.6327,0.0010724868920706232,0.0010724868920706232,0.0012911000541657584,1.0012911000541658,-7.898889953228405e-8,1.0010825677036017,0.9993518060483936,15.888905271882765,5.759999999999998e-7,0.0000026032288141080768
2021-11-20T08:00:00.000Z,0.48248724057691544,1.0016819688069174,0.00010208441111873359,0.0001269155667052104,0.0001236600062588522,114323904.208,8535137.3955,197677.3506,0.0015583088006585477,0.0015583088006585477,0.0017840532180361335,1.0017840532180362,-4.379912456053958e-7,1.0002337894247302,1.0011708682780733,15.843904758682545,6.026999999999994e-7,0.000002939468332087317
2021-11-20T09:00:00.000Z,0.48248724057691544,1.0010830553204944,0.00010668671532639176,0.00012917032607787443,0.00012536265662399515,114237233.8515,8686490.3274,151352.9319,0.0009576926638703576,0.0009576926638703576,0.0011897420358207445,1.0011897420358207,-4.4491310746686e-8,1.0002715774205408,0.9999326841052792,15.844293780262559,6.016999999999997e-7,0.000002252330309087062
2021-11-20T10:00:00.000Z,0.48248724057691544,1.000886543574767,0.00011081798327471738,0.00013161301423074317,0.00012793878360728428,114206387.68710001,8850445.465200001,163955.1378,0.0007586047911596339,0.0007586047911596339,0.0009973615580416355,1.0009973615580416,-1.3459701764251264e-7,0.999852094719947,0.999954305306986,15.769138117032377,6.095000000000002e-7,0.0000024405266632164284
